rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,rmcalls,rmmou,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,csa,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,mtrcycle,rv,ownrent,dwlltype,marital,age1,age2,adults,income,numbcars,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,car_buy,eqpdays,Customer_ID,mail,phoneswap,retentioncall,acptcall,referrals,pcowner_binary,women,mailordr_binary,mailresp_binary,Cluster
58.4875,495.25,59.99,0.2475,27.5,8.25,8.25,0.0,0.0,-148.25,-8.4975,3.6666666667,False,3.0,False,53.666666667,False,43.666666667,False,141.0,0.0,0.0,0.0,0.0,21.333333333,0.0,294.11666667,0.0,103.56333333,36.0,28.563333333,0.0,0.0,133.0,False,286.69,False,38.0,False,110.99,False,6.6666666667,141.0,False,1.6666666667,True,47,1,1,U,A,N,0.0,0.0,7568,26460.0,3565.69,3433.71,25868.0,7336,76.3,574.84,163.02,545,197,61,438.0,140.0,56.0,SFRSRO707,CALIFORNIA NORTH AREA,Y,N,129.989990234375,2.0,2.0,WCMB,False,False,False,O,S,M,52.0,0.0,1.0,7.0,2.0,False,I,U,U,U,U,U,Y,UNKNOWN,600.0,1001507,False,True,False,False,False,False,False,False,False,1
31.98,14.25,41.98,0.0,0.0,0.0,0.0,0.0,0.0,-3.25,0.0,1.0,False,0.0,False,3.6666666667,False,3.3333333333,False,12.666666667,0.0,0.0,0.0,0.0,3.3333333333,0.0,7.4866666667,0.0,0.5466666667,3.6666666667,3.4,0.0,0.0,13.333333333,False,6.6766666667,False,0.6666666667,False,1.3566666667,False,1.0,12.666666667,False,0.3333333333,True,49,1,1,N,BA,N,0.0,0.0,2129,4438.0,1541.13,1464.43,4375.0,2090,41.84,125.0,59.71,15,24,32,8.0,15.0,32.0,SFROAK925,CALIFORNIA NORTH AREA,Y,N,199.989990234375,3.0,2.0,WCMB,False,False,False,O,S,M,30.0,30.0,2.0,7.0,0.0,False,B,U,Y,U,U,U,Y,New,616.0,1001508,False,True,False,False,True,False,False,True,True,2
16.95,4.0,16.95,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,False,0.0,False,0.0,False,1.0,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7166666667,0.0,1.5033333333,1.6666666667,1.4433333333,0.3333333333,0.36,3.0,False,3.22,False,0.0,False,0.0,False,0.0,2.0,False,0.0,False,47,1,1,Y,A,N,0.0,0.0,844,2042.0,1275.55,1243.84,2038.0,841,27.64,45.29,18.69,5,4,17,14.0,10.0,17.0,DENDEN303,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.989990234375,2.0,2.0,WCMB,True,True,True,O,S,A,38.0,44.0,2.0,6.0,2.0,False,N,U,U,U,U,U,Y,New,553.0,1001509,False,True,False,False,False,False,False,False,False,2
19.95,7.0,19.95,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,False,0.0,False,10.666666667,False,1.0,False,5.6666666667,0.0,0.0,0.0,0.0,1.0,0.0,4.59,0.0,0.1366666667,1.6666666667,1.8633333333,0.0,0.0,3.6666666667,False,2.03,False,3.0,False,2.6966666667,False,0.0,5.6666666667,False,0.0,True,49,1,1,Y,A,N,0.0,0.0,385,684.0,992.67,955.24,669.0,372,20.32,14.23,7.91,9,6,20,6.0,4.0,20.0,PHXTUC520,SOUTHWEST AREA,N,N,29.989990234375,1.0,1.0,UNKW,True,False,False,O,S,A,60.0,58.0,4.0,1.0,1.0,False,H,U,U,U,U,U,Y,UNKNOWN,1466.0,1001510,True,False,False,False,False,False,False,True,True,2
50.3,118.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,-0.15,3.0,False,0.3333333333,False,14.0,False,29.666666667,False,39.666666667,0.0,0.0,0.0,0.0,18.666666667,0.3333333333,41.406666667,0.0,38.883333333,18.0,16.953333333,1.3333333333,1.26,36.0,False,41.346666667,False,27.666666667,False,38.943333333,False,3.3333333333,39.666666667,False,0.0,True,45,1,1,N,B,N,0.0,0.0,5829,10447.0,2482.05,2388.4,10305.0,5744,55.54,239.65,133.58,133,81,50,210.0,110.0,52.0,PHITRT609,PHILADELPHIA AREA,Y,R,99.989990234375,3.0,3.0,WCMB,False,False,False,Unknown,M,B,0.0,0.0,1.0,1.0,0.0,False,U,U,U,U,U,U,N,UNKNOWN,249.0,1001511,False,True,False,False,False,False,False,False,False,2
148.9475,1515.75,104.99,2.97,154.75,38.6875,38.6875,0.0,0.0,483.25,57.5925,5.6666666667,False,12.333333333,False,66.0,False,188.66666667,False,294.66666667,0.0,0.0,0.0,0.0,83.666666667,0.0,611.87,0.0,496.49,59.333333333,66.456666667,11.666666667,59.576666667,304.33333333,False,705.79666667,False,178.33333333,False,402.56333333,False,18.0,294.66666667,False,9.0,False,45,2,2,Y,B,N,0.0,0.0,16567,43801.02,4490.29,4386.64,43522.0,16418,102.01,1012.14,381.81,1355,553,130,1325.0,529.0,120.0,MIAFTL954,SOUTH FLORIDA AREA,Y,R,99.989990234375,3.0,3.0,WCMB,True,False,False,O,M,S,38.0,0.0,2.0,8.0,2.0,False,H,U,U,U,U,U,Y,New,392.0,1001512,False,True,False,False,False,False,False,False,False,1
30.615,9.25,30.0,0.0,0.0,0.0,0.0,0.0,0.345,-3.25,0.765,0.3333333333,False,0.0,False,1.0,False,2.0,False,4.3333333333,0.0,0.3333333333,0.3333333333,0.04,1.3333333333,0.0,1.8766666667,0.0,1.06,3.6666666667,1.63,0.6666666667,0.3633333333,2.6666666667,False,1.5166666667,False,3.3333333333,False,1.42,False,0.3333333333,4.3333333333,False,0.0,False,43,1,1,N,C,N,0.0,0.0,708,1310.0,1332.32,1276.19,1279.0,686,31.13,31.2,16.73,10,9,31,20.0,13.0,33.0,OMAOMA402,MIDWEST AREA,N,R,9.98999786376953,2.0,2.0,UNKW,True,False,False,O,S,S,38.0,0.0,1.0,3.0,2.0,False,N,U,U,U,U,U,Y,UNKNOWN,893.0,1001513,False,True,False,False,False,False,False,False,False,2
19.95,11.25,19.95,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.3333333333,False,0.0,False,0.0,False,0.0,False,5.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.3666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,False,4.6033333333,False,3.6666666667,False,2.7633333333,False,0.3333333333,5.6666666667,False,0.0,True,45,1,1,Y,A,N,0.0,0.0,362,673.0,925.37,882.79,663.0,355,20.53,15.42,8.26,9,6,20,10.0,7.0,20.0,HARHAR860,NEW ENGLAND AREA,N,N,29.989990234375,1.0,1.0,UNKW,False,False,False,O,S,M,46.0,44.0,2.0,6.0,2.0,False,F,U,U,Y,Y,U,Y,New,1359.0,1001514,False,False,False,False,False,False,True,True,True,2
68.2375,356.5,44.99,1.7325,78.0,31.2,31.2,0.0,0.0,-195.5,-33.2475,1.0,False,4.3333333333,False,36.333333333,False,35.0,False,126.66666667,0.0,1.3333333333,3.3333333333,2.1166666667,16.333333333,0.0,206.96333333,0.0,58.626666667,1.3333333333,1.8866666667,2.0,5.4166666667,107.66666667,False,196.83666667,False,53.666666667,False,68.753333333,False,5.3333333333,126.66666667,False,0.0,False,43,1,1,N,BA,N,0.0,0.0,4153,8658.04,1923.92,1821.29,8433.02,4023,55.19,255.55,121.91,422,177,79,254.0,111.0,60.0,NOLKEN504,HOUSTON AREA,N,R,9.98999786376953,3.0,2.0,UNKW,True,False,True,R,M,S,32.0,0.0,2.0,4.0,1.0,True,Z,U,U,Y,U,U,Y,New,143.0,1001515,False,True,False,False,False,False,False,True,True,2
42.0025,78.5,34.95,0.0,6.25,1.5625,1.5625,0.0,0.0,-78.5,-7.0525,0.0,False,0.0,False,0.0,False,0.0,False,5.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,55.196666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,False,6.6733333333,False,4.6666666667,False,48.523333333,False,0.0,5.3333333333,False,0.0,False,43,1,1,N,A,N,0.0,0.0,263,1863.0,1603.55,1538.16,1857.0,262,37.52,45.29,6.39,105,7,45,55.0,4.0,40.0,BOSMAN603,NEW ENGLAND AREA,N,N,29.989990234375,1.0,1.0,UNKW,False,False,False,Unknown,Unknown,U,0.0,0.0,0.0,6.0,0.0,False,N,U,U,U,U,U,N,UNKNOWN,1297.0,1001516,False,False,False,False,False,False,False,False,False,2
55.205,256.0,59.99,0.99,0.0,0.0,0.0,0.0,3.735,-44.0,-5.215,7.3333333333,False,0.0,False,12.666666667,False,39.333333333,False,105.66666667,0.0,0.0,0.0,0.0,25.666666667,0.6666666667,81.49,0.0,51.016666667,13.0,9.6333333333,1.0,0.74,67.0,False,72.94,False,64.333333333,False,59.566666667,False,7.3333333333,105.66666667,False,0.0,False,43,1,1,N,A,N,9.0,13.0,4253,6882.0,1969.68,1876.13,6797.0,4207,45.76,165.78,102.61,271,151,57,289.0,138.0,55.0,SEASEA206,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,129.989990234375,2.0,2.0,WCMB,False,False,False,O,M,S,48.0,0.0,1.0,7.0,0.0,False,N,U,U,U,U,U,Y,UNKNOWN,333.0,1001517,False,True,False,False,False,False,False,False,True,2
18.6325,114.0,9.9025,0.2475,0.0,0.0,0.0,0.0,0.0,-10.0,68.3475,1.3333333333,False,0.0,False,3.0,False,20.0,False,18.666666667,0.0,1.0,4.3333333333,3.5333333333,11.666666667,0.0,19.39,0.0,21.826666667,9.6666666667,7.4066666667,7.3333333333,8.1,8.6666666667,False,14.163333333,False,27.0,False,27.053333333,False,1.3333333333,18.666666667,False,0.6666666667,True,43,1,1,Y,CA,Y,0.0,0.0,27029,41708.0,2362.93,2265.24,41244.0,26628,58.08,1057.54,682.77,518,341,13,606.0,399.0,38.0,PHXTUC520,SOUTHWEST AREA,Y,N,199.989990234375,4.0,3.0,WCMB,True,False,False,O,S,S,48.0,48.0,6.0,9.0,1.0,False,H,U,U,U,Y,U,Y,UNKNOWN,2.0,1001518,False,True,False,False,False,True,False,True,True,1
20.97,50.25,19.95,0.0,3.0,1.02,1.02,0.0,0.0,25.75,3.06,2.6666666667,False,0.3333333333,False,7.3333333333,False,5.0,False,36.0,0.0,0.0,0.0,0.0,4.0,0.0,33.23,0.0,2.5633333333,4.0,5.8033333333,0.3333333333,1.1766666667,38.0,False,32.843333333,False,1.0,False,2.95,False,3.0,36.0,False,0.0,False,47,2,2,Y,A,N,0.0,0.0,973,1537.0,737.35,714.83,1532.0,968,20.42,43.77,27.66,42,31,20,43.0,31.0,20.0,PHXPHX602,SOUTHWEST AREA,N,N,29.989990234375,1.0,1.0,UNKW,True,False,True,O,S,U,56.0,0.0,3.0,5.0,0.0,False,G,U,U,U,U,U,Y,New,1404.0,1001519,False,False,False,False,False,False,False,True,True,2
150.78,809.25,60.2325,1.485,297.75,89.4375,89.4375,0.0,0.0,-64.25,5.91,8.3333333333,False,2.6666666667,False,32.666666667,False,115.66666667,False,177.33333333,0.0,2.3333333333,4.6666666667,3.6133333333,48.333333333,0.0,265.69,0.0,284.41333333,59.0,53.173333333,20.333333333,45.573333333,140.0,False,261.03333333,False,148.0,False,289.06666667,False,11.0,177.33333333,False,6.6666666667,False,45,2,1,U,A,N,0.0,0.0,6566,15103.0,2138.87,2105.0,15079.0,6551,58.47,418.86,181.97,831,316,149,735.0,271.0,121.0,KCYKCK913,MIDWEST AREA,Y,R,9.98999786376953,4.0,4.0,UNKW,False,False,False,O,S,M,48.0,42.0,3.0,7.0,0.0,False,N,Y,Y,U,Y,U,Y,New,410.0,1001520,False,True,False,False,False,False,True,True,True,1
52.74,669.5,59.99,0.0,5.75,2.3,2.3,0.0,0.0,-184.5,-2.75,4.6666666667,False,0.3333333333,False,24.333333333,False,48.666666667,False,99.333333333,0.0,0.3333333333,10.0,9.9733333333,20.666666667,0.0,386.22333333,0.0,159.83,19.666666667,30.186666667,3.6666666667,6.75,82.333333333,False,273.92666667,False,53.0,False,272.12333333,False,5.0,99.333333333,False,2.6666666667,False,43,2,1,Y,B,N,0.0,0.0,2153,7333.0,1324.28,1290.41,7317.0,2146,41.63,236.03,69.23,731,166,54,647.0,141.0,52.0,BOSBOS508,NEW ENGLAND AREA,Y,R,9.98999786376953,2.0,2.0,WC,False,False,False,O,S,U,36.0,68.0,3.0,6.0,2.0,False,F,U,Y,U,U,U,Y,UNKNOWN,467.0,1001521,False,True,False,False,False,True,False,False,False,1
50.2375,500.25,59.99,0.2475,0.0,0.0,0.0,0.0,0.0,-58.25,-0.2475,2.6666666667,False,1.0,False,24.333333333,False,55.333333333,False,111.0,0.0,0.0,0.0,0.0,32.0,0.0,226.28,0.0,138.86,40.666666667,52.096666667,18.666666667,30.606666667,97.666666667,False,262.67,False,56.666666667,False,102.47,False,3.6666666667,111.0,False,0.3333333333,True,47,3,3,N,A,N,0.0,0.0,6634,18281.02,1986.72,1930.76,18172.02,6569,55.16,519.2,187.69,520,147,50,562.0,174.0,51.0,SFRSFR415,CALIFORNIA NORTH AREA,Y,N,129.989990234375,2.0,2.0,WCMB,False,False,False,O,M,S,34.0,0.0,1.0,4.0,0.0,False,O,U,U,U,U,U,Y,New,710.0,1001522,False,True,False,False,False,True,False,False,False,2
30.725,63.0,29.99,0.2475,0.0,0.0,0.0,0.0,0.0,-48.0,-0.735,1.6666666667,False,0.0,False,10.0,False,7.6666666667,False,24.0,0.0,0.0,0.0,0.0,6.3333333333,0.0,32.12,0.0,3.0833333333,2.3333333333,1.68,0.0,0.0,18.666666667,False,26.79,False,8.6666666667,False,8.4133333333,False,1.6666666667,24.0,False,0.0,True,47,1,1,Y,A,N,0.0,0.0,1078,1694.0,1057.83,1028.1,1680.0,1065,29.37,48.0,30.43,79,45,31,84.0,50.0,33.0,SFRSMO650,CALIFORNIA NORTH AREA,N,N,29.989990234375,1.0,1.0,UNKW,False,False,False,O,M,M,42.0,0.0,1.0,7.0,1.0,False,H,U,U,Y,U,U,Y,UNKNOWN,1404.0,1001523,False,False,False,False,False,False,False,True,True,2
229.995,2309.75,75.0,1.7325,576.0,144.0,144.0,0.0,0.0,175.25,8.235,30.0,False,1.0,False,122.0,False,184.66666667,False,686.33333333,0.0,0.0,0.0,0.0,61.0,0.0,1083.6066667,0.0,445.64,293.66666667,276.11,21.333333333,45.306666667,676.0,False,1217.3533333,False,169.33333333,False,311.89666667,False,31.0,686.33333333,False,21.0,False,49,1,1,Y,B,N,0.0,0.0,30028,73934.0,7975.54,7885.22,73889.0,30002,213.11,1997.0,810.86,2251,964,227,2362.0,1010.0,253.0,HARWAT203,NEW ENGLAND AREA,Y,N,199.989990234375,5.0,3.0,WCMB,False,False,False,O,M,B,42.0,0.0,1.0,4.0,0.0,False,N,U,U,U,U,U,Y,UNKNOWN,195.0,1001524,False,True,False,False,False,False,False,False,True,0
38.24,670.0,44.99,0.0,0.0,0.0,0.0,0.0,0.0,-160.0,0.0,2.0,False,1.3333333333,False,15.0,False,24.333333333,False,112.66666667,0.0,0.0,0.0,0.0,9.3333333333,0.0,329.63333333,0.0,99.766666667,47.666666667,83.806666667,8.0,30.433333333,46.333333333,False,103.61333333,False,90.0,False,325.79,False,3.3333333333,112.66666667,False,0.3333333333,False,47,4,3,Y,A,N,0.0,0.0,5149,15591.0,1880.28,1837.15,15571.0,5136,52.49,444.89,146.74,723,165,38,764.0,163.0,46.0,KCYWIC316,MIDWEST AREA,Y,R,99.989990234375,3.0,3.0,WCMB,False,False,False,Unknown,Unknown,U,0.0,0.0,0.0,6.0,0.0,False,N,U,U,U,U,U,N,UNKNOWN,451.0,1001525,False,True,False,False,False,False,False,False,False,1
71.9325,497.5,69.99,0.0,5.25,1.3125,1.3125,0.0,0.0,-14.5,-1.9425,4.6666666667,False,1.0,False,47.666666667,False,75.333333333,False,99.666666667,0.0,0.0,0.0,0.0,49.0,0.3333333333,276.88333333,0.0,117.04333333,29.0,42.173333333,8.0,17.16,87.666666667,False,218.21,False,59.666666667,False,175.71666667,False,5.6666666667,99.666666667,False,0.0,True,43,1,1,Y,A,N,0.0,0.0,2353,9103.0,1776.05,1724.27,9052.0,2335,55.62,292.0,75.32,502,134,72,458.0,113.0,72.0,SFRSCL408,CALIFORNIA NORTH AREA,N,N,29.989990234375,2.0,2.0,UNKW,False,False,False,O,M,U,52.0,26.0,5.0,7.0,0.0,True,O,U,U,U,U,U,Y,New,1080.0,1001526,False,True,False,False,False,True,False,True,True,2
55.5775,389.5,30.0,0.99,70.25,24.5875,24.5875,0.0,0.0,32.5,12.1625,2.6666666667,False,0.3333333333,False,14.0,False,18.333333333,False,74.0,0.0,2.3333333333,3.6666666667,2.36,4.6666666667,0.0,289.12666667,0.0,68.493333333,3.0,2.1666666667,0.3333333333,0.1333333333,73.0,False,263.96,False,18.0,False,93.66,False,3.0,74.0,False,0.6666666667,False,45,1,1,Y,A,N,0.0,0.0,2179,7677.0,1422.26,1419.68,7677.0,2179,36.4,196.85,55.87,379,94,52,370.0,83.0,62.0,DETPON248,GREAT LAKES AREA,Y,N,59.989990234375,2.0,2.0,WCMB,False,False,False,O,S,M,38.0,42.0,2.0,9.0,2.0,False,N,U,U,Y,U,U,Y,New,656.0,1001527,False,True,False,False,False,True,False,True,True,2
39.545,231.25,30.0,0.495,20.5,8.2,8.2,0.0,0.0,-127.25,-9.545,0.6666666667,False,0.3333333333,False,10.0,False,49.333333333,False,51.666666667,0.0,0.0,0.0,0.0,33.0,0.3333333333,68.456666667,0.0,68.213333333,12.333333333,8.6066666667,0.3333333333,0.1166666667,64.0,False,109.59,False,14.666666667,False,27.08,False,1.0,51.666666667,False,0.0,True,43,1,1,N,A,N,0.0,0.0,2781,5511.0,1197.65,1158.37,5492.0,2768,37.37,177.16,89.29,274,142,43,244.0,120.0,42.0,PHXPHX602,SOUTHWEST AREA,N,R,9.98999786376953,2.0,2.0,UNKW,True,False,True,O,S,U,28.0,0.0,2.0,9.0,2.0,False,N,U,U,U,U,U,Y,New,938.0,1001528,False,True,False,False,False,False,False,False,False,2
30.27,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,False,0.0,False,0.0,False,3.6666666667,False,0.0,0.0,0.0,0.0,0.0,3.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.0,False,0.0,True,43,2,2,Y,A,N,0.0,0.0,662,1092.02,1257.19,1197.03,1013.0,623,30.69,25.97,15.97,0,0,31,0.0,0.0,31.0,NYCNEW908,NEW YORK CITY AREA,N,N,29.989990234375,1.0,1.0,UNKW,False,False,False,O,M,M,42.0,0.0,1.0,5.0,0.0,False,Z,U,U,U,U,U,Y,UNKNOWN,1295.0,1001529,False,False,False,False,False,False,False,False,False,2
65.49,732.75,59.99,0.0,45.0,18.0,18.0,0.0,0.0,-64.75,-18.0,6.3333333333,False,12.666666667,False,47.333333333,False,38.333333333,False,149.0,0.0,0.0,0.0,0.0,11.333333333,0.0,468.24,0.0,100.31,16.666666667,19.25,6.0,12.063333333,138.33333333,False,348.18333333,False,46.0,False,220.36666667,False,19.0,149.0,False,2.6666666667,False,47,1,1,U,A,N,0.0,0.0,7875,18267.0,2323.36,2226.59,18085.0,7728,50.6,411.02,175.64,754,198,71,604.0,177.0,61.0,SANAUS512,CENTRAL/SOUTH TEXAS AREA,Y,N,149.989990234375,2.0,2.0,WCMB,True,False,False,O,S,M,44.0,50.0,2.0,6.0,1.0,False,N,U,U,U,U,U,Y,New,524.0,1001531,False,True,False,False,False,True,False,True,True,2
29.99,52.0,29.99,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.3333333333,False,0.3333333333,False,2.0,False,3.6666666667,False,24.666666667,0.0,0.0,0.0,0.0,2.3333333333,0.0,20.663333333,0.0,4.1733333333,0.6666666667,0.26,0.0,0.0,21.0,False,15.736666667,False,7.3333333333,False,9.1,False,0.6666666667,24.666666667,False,0.3333333333,True,45,2,1,N,B,N,0.0,0.0,5029,8250.02,1599.91,1529.82,7918.02,4838,36.42,188.52,115.19,46,30,30,54.0,36.0,31.0,MIAMIA305,SOUTH FLORIDA AREA,N,N,29.989990234375,1.0,1.0,UNKW,True,False,True,O,S,S,30.0,32.0,6.0,2.0,2.0,False,H,U,U,U,U,U,Y,New,1357.0,1001532,False,False,False,False,True,True,False,False,False,2
25.2825,31.0,19.0,0.0,10.5,3.675,3.675,0.0,1.67,-28.0,-6.2825,0.3333333333,False,0.3333333333,False,0.0,False,1.3333333333,False,3.3333333333,0.0,0.0,0.0,0.0,1.3333333333,0.0,3.6133333333,0.0,0.3966666667,0.0,0.0,0.0,0.0,3.6666666667,False,3.9266666667,False,0.3333333333,False,0.0833333333,False,0.6666666667,3.3333333333,False,0.0,True,49,1,1,Y,A,N,0.0,0.0,301,556.0,979.94,951.74,555.0,300,20.25,11.81,6.38,40,17,27,28.0,13.0,25.0,PITHOM412,GREAT LAKES AREA,Y,N,29.989990234375,1.0,1.0,UNKW,False,False,False,O,S,M,58.0,58.0,3.0,9.0,2.0,False,U,U,U,U,U,Y,Y,UNKNOWN,1464.0,1001533,False,False,False,False,False,True,False,True,True,2
98.54,649.0,49.99,0.0,148.25,44.475,44.475,0.0,0.2925,55.0,15.9,2.6666666667,False,1.6666666667,False,40.0,False,71.333333333,False,172.66666667,0.0,5.0,6.3333333333,4.2066666667,33.333333333,0.0,354.05333333,0.0,114.9,49.0,38.316666667,30.0,37.61,212.33333333,False,425.87,False,31.0,False,43.08,False,4.3333333333,172.66666667,False,7.6666666667,True,43,1,1,N,A,N,1.0,1.0,6508,11630.0,2245.97,2207.06,11613.0,6497,56.59,297.77,166.59,631,250,93,506.0,217.0,73.0,INDIND317,OHIO AREA,Y,N,59.989990234375,5.0,3.0,WCMB,False,False,False,O,S,S,36.0,0.0,2.0,3.0,1.0,False,G,U,U,U,U,U,Y,UNKNOWN,280.0,1001534,False,True,False,False,False,True,True,True,True,2
46.0725,94.75,40.8,0.2475,0.0,0.0,0.0,0.0,1.41,113.25,-0.4425,0.0,False,0.0,False,8.3333333333,False,4.6666666667,False,25.333333333,0.0,0.0,0.0,0.0,2.3333333333,0.0,48.246666667,0.0,5.78,2.6666666667,2.7366666667,0.0,0.0,22.0,False,38.58,False,7.3333333333,False,15.446666667,False,0.0,25.333333333,False,0.0,False,43,1,1,N,A,N,0.0,0.0,2040,3864.6,1491.94,1433.88,3699.6,1950,35.85,92.49,48.75,57,26,47,46.0,26.0,39.0,OMADES515,MIDWEST AREA,Y,N,29.989990234375,1.0,1.0,WC,True,False,False,O,S,M,38.0,38.0,3.0,6.0,1.0,False,P,Y,Y,Y,U,U,Y,New,1295.0,1001535,False,False,False,False,False,True,True,True,True,2
134.5625,699.0,45.395,0.2475,240.0,84.04,83.65,0.39,0.32,-433.0,-81.7525,10.333333333,False,2.3333333333,False,28.333333333,False,52.0,False,106.0,0.6666666667,0.0,0.0,0.0,20.666666667,0.0,247.65333333,0.7166666667,396.21,37.333333333,64.28,0.3333333333,0.1666666667,86.666666667,True,427.54333333,True,55.0,True,216.32333333,True,12.666666667,106.66666667,False,1.3333333333,False,45,1,1,N,A,N,0.0,0.0,4183,13179.02,2577.9,2508.99,12945.02,4089,59.74,308.21,97.36,843,180,162,558.0,136.0,98.0,PHIARD610,PHILADELPHIA AREA,Y,N,149.989990234375,7.0,5.0,WCMB,False,False,False,O,M,S,38.0,32.0,2.0,3.0,2.0,True,S,U,U,U,U,U,Y,New,104.0,1001536,False,True,False,False,False,False,False,True,True,1
96.9125,461.75,30.0,2.475,257.75,64.4375,64.4375,0.0,0.0,-35.75,-8.9125,3.0,False,1.3333333333,False,23.333333333,False,18.666666667,False,177.33333333,0.0,0.0,0.0,0.0,9.6666666667,0.0,287.77666667,0.0,24.696666667,8.0,4.6633333333,0.0,0.0,137.0,False,237.98,False,51.333333333,False,74.49,False,4.3333333333,177.33333333,False,1.0,False,47,1,1,Y,A,N,0.0,0.0,5306,10826.0,2362.98,2156.23,10801.0,5288,50.14,251.19,122.98,474,211,100,434.0,193.0,90.0,DETTOL419,GREAT LAKES AREA,N,N,29.989990234375,1.0,1.0,UNKW,True,False,True,O,S,U,34.0,34.0,3.0,7.0,1.0,False,N,Y,Y,U,U,U,Y,New,1403.0,1001537,False,False,False,False,False,False,True,False,False,2
40.1475,370.75,35.99,0.0,0.0,0.0,0.0,0.0,0.0,230.25,-0.1575,6.3333333333,False,7.0,False,28.333333333,False,89.0,False,98.0,0.0,6.0,36.0,31.913333333,62.333333333,0.0,112.75333333,0.0,78.876666667,6.3333333333,5.91,1.0,0.7833333333,133.66666667,False,150.74666667,False,51.0,False,40.883333333,False,13.333333333,98.0,False,0.0,False,43,1,1,N,B,N,0.0,0.0,9836,14324.87,1866.32,1755.98,13769.87,9537,43.9,344.25,238.43,294,185,40,351.0,226.0,46.0,MIAMIA305,SOUTH FLORIDA AREA,Y,R,99.989990234375,2.0,2.0,WCMB,False,False,False,Unknown,Unknown,U,0.0,0.0,0.0,6.0,0.0,False,R,U,U,U,U,U,N,UNKNOWN,221.0,1001538,False,True,False,False,False,False,False,False,False,1
140.63,1008.75,114.99,16.5825,75.75,26.5125,26.5125,0.0,12.115,588.25,115.64,12.0,False,0.3333333333,False,38.333333333,False,59.0,False,220.0,0.3333333333,0.3333333333,0.6666666667,0.5666666667,30.0,0.0,449.32333333,0.0233333333,104.21666667,63.0,75.566666667,4.6666666667,8.0666666667,211.66666667,False,440.69,False,53.666666667,True,112.85,True,12.333333333,220.33333333,False,4.0,False,45,3,3,Y,A,N,0.0,0.0,12150,39418.68,5989.04,5755.06,38445.55,11922,137.03,915.37,283.86,813,300,102,1019.0,347.0,121.0,DENDEN303,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.989990234375,6.0,4.0,WCMB,True,False,False,O,S,M,34.0,42.0,2.0,5.0,2.0,False,N,U,U,U,U,U,Y,UNKNOWN,175.0,1001539,False,True,False,False,False,False,True,False,False,1
